match_details,result,scores,date,venue,round,home,away,winner,win_by_runs,win_by_wickets,balls_remaining,innings1,innings1_runs,innings1_wickets,innings1_overs_batted,innings1_overs,innings2,innings2_runs,innings2_wickets,innings2_overs_batted,innings2_overs,D/L_method,target
"7th match:Mumbai Indians v Kings XI Punjab at Mumbai- Apr 12, 2015",Kings XI Punjab won by 18 runs,Kings XI Punjab 177/5 (20/20 ov); Mumbai Indians 159/7 (20/20 ov),12/04/2015,Mumbai,7th match,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,18,,,Kings XI Punjab,177,5,20,20,Mumbai Indians,159,7,20,20,,
"8th match:Royal Challengers Bangalore v Sunrisers Hyderabad at Bangalore- Apr 13, 2015",Sunrisers Hyderabad won by 8 wickets (with 16 balls remaining),Royal Challengers Bangalore 166 (19.5/20 ov); Sunrisers Hyderabad 172/2 (17.2/20 ov),13/04/2015,Bangalore,8th match,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,,8,16,Royal Challengers Bangalore,166,10,19.5,20,Sunrisers Hyderabad,172,2,17.2,20,,
"9th match:Rajasthan Royals v Mumbai Indians at Ahmedabad- Apr 14, 2015",Rajasthan Royals won by 7 wickets (with 5 balls remaining),Mumbai Indians 164/5 (20/20 ov); Rajasthan Royals 165/3 (19.1/20 ov),14/04/2015,Ahmedabad,9th match,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,,7,5,Mumbai Indians,164,5,20,20,Rajasthan Royals,165,3,19.1,20,,
"10th match:Kings XI Punjab v Delhi Daredevils at Pune- Apr 15, 2015",Delhi Daredevils won by 5 wickets (with 1 ball remaining),Kings XI Punjab 165/7 (20/20 ov); Delhi Daredevils 169/5 (19.5/20 ov),15/04/2015,Pune,10th match,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,,5,1,Kings XI Punjab,165,7,20,20,Delhi Daredevils,169,5,19.5,20,,
"11th match:Sunrisers Hyderabad v Rajasthan Royals at Visakhapatnam- Apr 16, 2015",Rajasthan Royals won by 6 wickets (with 0 balls remaining),Sunrisers Hyderabad 127/5 (20/20 ov); Rajasthan Royals 131/4 (20/20 ov),16/04/2015,Visakhapatnam,11th match,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,,6,0,Sunrisers Hyderabad,127,5,20,20,Rajasthan Royals,131,4,20,20,,
"12th match:Mumbai Indians v Chennai Super Kings at Mumbai- Apr 17, 2015",Chennai Super Kings won by 6 wickets (with 20 balls remaining),Mumbai Indians 183/7 (20/20 ov); Chennai Super Kings 189/4 (16.4/20 ov),17/04/2015,Mumbai,12th match,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,,6,20,Mumbai Indians,183,7,20,20,Chennai Super Kings,189,4,16.4,20,,
"13th match:Sunrisers Hyderabad v Delhi Daredevils at Visakhapatnam- Apr 18, 2015",Delhi Daredevils won by 4 runs,Delhi Daredevils 167/4 (20/20 ov); Sunrisers Hyderabad 163/8 (20/20 ov),18/04/2015,Visakhapatnam,13th match,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,4,,,Delhi Daredevils,167,4,20,20,Sunrisers Hyderabad,163,8,20,20,,
"14th match:Kings XI Punjab v Kolkata Knight Riders at Pune- Apr 18, 2015",Kolkata Knight Riders won by 4 wickets (with 13 balls remaining),Kings XI Punjab 155/9 (20/20 ov); Kolkata Knight Riders 159/6 (17.5/20 ov),18/04/2015,Pune,14th match,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,,4,13,Kings XI Punjab,155,9,20,20,Kolkata Knight Riders,159,6,17.5,20,,
"15th match:Rajasthan Royals v Chennai Super Kings at Ahmedabad- Apr 19, 2015",Rajasthan Royals won by 8 wickets (with 10 balls remaining),Chennai Super Kings 156/4 (20/20 ov); Rajasthan Royals 157/2 (18.2/20 ov),19/04/2015,Ahmedabad,15th match,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,,8,10,Chennai Super Kings,156,4,20,20,Rajasthan Royals,157,2,18.2,20,,
"16th match:Royal Challengers Bangalore v Mumbai Indians at Bangalore- Apr 19, 2015",Mumbai Indians won by 18 runs,Mumbai Indians 209/7 (20/20 ov); Royal Challengers Bangalore 191/7 (20/20 ov),19/04/2015,Bangalore,16th match,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,18,,,Mumbai Indians,209,7,20,20,Royal Challengers Bangalore,191,7,20,20,,
"17th match:Delhi Daredevils v Kolkata Knight Riders at Delhi- Apr 20, 2015",Kolkata Knight Riders won by 6 wickets (with 11 balls remaining),Delhi Daredevils 146/8 (20/20 ov); Kolkata Knight Riders 147/4 (18.1/20 ov),20/04/2015,Delhi,17th match,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,,6,11,Delhi Daredevils,146,8,20,20,Kolkata Knight Riders,147,4,18.1,20,,
"18th match:Rajasthan Royals v Kings XI Punjab at Ahmedabad- Apr 21, 2015",Match tied (Kings XI Punjab won the one-over eliminator),Rajasthan Royals 191/6 (20/20 ov); Kings XI Punjab 191/6 (20/20 ov),21/04/2015,Ahmedabad,18th match,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,,,,Rajasthan Royals,191,6,20,20,Kings XI Punjab,191,6,20,20,,
"19th match:Sunrisers Hyderabad v Kolkata Knight Riders at Visakhapatnam- Apr 22, 2015",Sunrisers Hyderabad won by 16 runs (D/L method),"Sunrisers Hyderabad 176/4 (20/20 ov); Kolkata Knight Riders 101/4 (12/12 ov, target: 118)",22/04/2015,Visakhapatnam,19th match,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,16,,,Sunrisers Hyderabad,176,4,20,20,Kolkata Knight Riders,101,4,12,12,1,118
"20th match:Royal Challengers Bangalore v Chennai Super Kings at Bangalore- Apr 22, 2015",Chennai Super Kings won by 27 runs,Chennai Super Kings 181/8 (20/20 ov); Royal Challengers Bangalore 154/8 (20/20 ov),22/04/2015,Bangalore,20th match,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,27,,,Chennai Super Kings,181,8,20,20,Royal Challengers Bangalore,154,8,20,20,,
"21st match:Delhi Daredevils v Mumbai Indians at Delhi- Apr 23, 2015",Delhi Daredevils won by 37 runs,Delhi Daredevils 190/4 (20/20 ov); Mumbai Indians 153/9 (20/20 ov),23/04/2015,Delhi,21st match,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,37,,,Delhi Daredevils,190,4,20,20,Mumbai Indians,153,9,20,20,,
"22nd match:Rajasthan Royals v Royal Challengers Bangalore at Ahmedabad- Apr 24, 2015",Royal Challengers Bangalore won by 9 wickets (with 23 balls remaining),Rajasthan Royals 130/9 (20/20 ov); Royal Challengers Bangalore 134/1 (16.1/20 ov),24/04/2015,Ahmedabad,22nd match,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,,9,23,Rajasthan Royals,130,9,20,20,Royal Challengers Bangalore,134,1,16.1,20,,
"23rd match:Mumbai Indians v Sunrisers Hyderabad at Mumbai- Apr 25, 2015",Mumbai Indians won by 20 runs,Mumbai Indians 157/8 (20/20 ov); Sunrisers Hyderabad 137/8 (20/20 ov),25/04/2015,Mumbai,23rd match,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,20,,,Mumbai Indians,157,8,20,20,Sunrisers Hyderabad,137,8,20,20,,
"24th match:Chennai Super Kings v Kings XI Punjab at Chennai- Apr 25, 2015",Chennai Super Kings won by 97 runs,Chennai Super Kings 192/3 (20/20 ov); Kings XI Punjab 95/9 (20/20 ov),25/04/2015,Chennai,24th match,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,97,,,Chennai Super Kings,192,3,20,20,Kings XI Punjab,95,9,20,20,,
"25th match:Kolkata Knight Riders v Rajasthan Royals at Kolkata- Apr 26, 2015",Match abandoned without a ball bowled,,26/04/2015,Kolkata,25th match,Kolkata Knight Riders,Rajasthan Royals,Match abandoned without a ball bowled,,,,,,,,,,,,,,,
"26th match:Delhi Daredevils v Royal Challengers Bangalore at Delhi- Apr 26, 2015",Royal Challengers Bangalore won by 10 wickets (with 57 balls remaining),Delhi Daredevils 95 (18.2/20 ov); Royal Challengers Bangalore 99/0 (10.3/20 ov),26/04/2015,Delhi,26th match,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,,10,57,Delhi Daredevils,95,10,18.2,20,Royal Challengers Bangalore,99,0,10.3,20,,
"27th match:Kings XI Punjab v Sunrisers Hyderabad at Mohali- Apr 27, 2015",Sunrisers Hyderabad won by 20 runs,Sunrisers Hyderabad 150/6 (20/20 ov); Kings XI Punjab 130/9 (20/20 ov),27/04/2015,Mohali,27th match,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,20,,,Sunrisers Hyderabad,150,6,20,20,Kings XI Punjab,130,9,20,20,,
"28th match:Chennai Super Kings v Kolkata Knight Riders at Chennai- Apr 28, 2015",Chennai Super Kings won by 2 runs,Chennai Super Kings 134/6 (20/20 ov); Kolkata Knight Riders 132/9 (20/20 ov),28/04/2015,Chennai,28th match,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,2,,,Chennai Super Kings,134,6,20,20,Kolkata Knight Riders,132,9,20,20,,
"29th match:Royal Challengers Bangalore v Rajasthan Royals at Bangalore- Apr 29, 2015",No result,Royal Challengers Bangalore 200/7 (20/20 ov),29/04/2015,Bangalore,29th match,Royal Challengers Bangalore,Rajasthan Royals,No result,,,,Royal Challengers Bangalore,200,7,20,20,,,,,,,
"30th match:Kolkata Knight Riders v Chennai Super Kings at Kolkata- Apr 30, 2015",Kolkata Knight Riders won by 7 wickets (with 1 ball remaining),Chennai Super Kings 165/9 (20/20 ov); Kolkata Knight Riders 169/3 (19.5/20 ov),30/04/2015,Kolkata,30th match,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,,7,1,Chennai Super Kings,165,9,20,20,Kolkata Knight Riders,169,3,19.5,20,,
"31st match:Delhi Daredevils v Kings XI Punjab at Delhi- May 1, 2015",Delhi Daredevils won by 9 wickets (with 37 balls remaining),Kings XI Punjab 118/8 (20/20 ov); Delhi Daredevils 119/1 (13.5/20 ov),01/05/2015,Delhi,31st match,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,,9,37,Kings XI Punjab,118,8,20,20,Delhi Daredevils,119,1,13.5,20,,
"32nd match:Mumbai Indians v Rajasthan Royals at Mumbai- May 1, 2015",Mumbai Indians won by 8 runs,Mumbai Indians 187/5 (20/20 ov); Rajasthan Royals 179/7 (20/20 ov),01/05/2015,Mumbai,32nd match,Mumbai Indians,Rajasthan Royals,Mumbai Indians,8,,,Mumbai Indians,187,5,20,20,Rajasthan Royals,179,7,20,20,,
"33rd match:Royal Challengers Bangalore v Kolkata Knight Riders at Bangalore- May 2, 2015",Royal Challengers Bangalore won by 7 wickets (with 2 balls remaining),Kolkata Knight Riders 111/4 (10/10 ov); Royal Challengers Bangalore 115/3 (9.4/10 ov),02/05/2015,Bangalore,33rd match,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,,7,2,Kolkata Knight Riders,111,4,10,10,Royal Challengers Bangalore,115,3,9.4,10,,
"34th match:Sunrisers Hyderabad v Chennai Super Kings at Hyderabad (Deccan)- May 2, 2015",Sunrisers Hyderabad won by 22 runs,Sunrisers Hyderabad 192/7 (20/20 ov); Chennai Super Kings 170/6 (20/20 ov),02/05/2015,Hyderabad (Deccan),34th match,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,22,,,Sunrisers Hyderabad,192,7,20,20,Chennai Super Kings,170,6,20,20,,
"35th match:Kings XI Punjab v Mumbai Indians at Mohali- May 3, 2015",Mumbai Indians won by 23 runs,Mumbai Indians 172/3 (20/20 ov); Kings XI Punjab 149/7 (20/20 ov),03/05/2015,Mohali,35th match,Kings XI Punjab,Mumbai Indians,Mumbai Indians,23,,,Mumbai Indians,172,3,20,20,Kings XI Punjab,149,7,20,20,,
"36th match:Rajasthan Royals v Delhi Daredevils at Mumbai (BS)- May 3, 2015",Rajasthan Royals won by 14 runs,Rajasthan Royals 189/2 (20/20 ov); Delhi Daredevils 175/7 (20/20 ov),03/05/2015,Mumbai (BS),36th match,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,14,,,Rajasthan Royals,189,2,20,20,Delhi Daredevils,175,7,20,20,,
"37th match:Chennai Super Kings v Royal Challengers Bangalore at Chennai- May 4, 2015",Chennai Super Kings won by 24 runs,Chennai Super Kings 148/9 (20/20 ov); Royal Challengers Bangalore 124 (19.4/20 ov),04/05/2015,Chennai,37th match,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,24,,,Chennai Super Kings,148,9,20,20,Royal Challengers Bangalore,124,10,19.4,20,,
"38th match:Kolkata Knight Riders v Sunrisers Hyderabad at Kolkata- May 4, 2015",Kolkata Knight Riders won by 35 runs,Kolkata Knight Riders 167/7 (20/20 ov); Sunrisers Hyderabad 132/9 (20/20 ov),04/05/2015,Kolkata,38th match,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,35,,,Kolkata Knight Riders,167,7,20,20,Sunrisers Hyderabad,132,9,20,20,,
"39th match:Mumbai Indians v Delhi Daredevils at Mumbai- May 5, 2015",Mumbai Indians won by 5 wickets (with 3 balls remaining),Delhi Daredevils 152/6 (20/20 ov); Mumbai Indians 153/5 (19.3/20 ov),05/05/2015,Mumbai,39th match,Mumbai Indians,Delhi Daredevils,Mumbai Indians,,5,3,Delhi Daredevils,152,6,20,20,Mumbai Indians,153,5,19.3,20,,
"40th match:Royal Challengers Bangalore v Kings XI Punjab at Bangalore- May 6, 2015",Royal Challengers Bangalore won by 138 runs,Royal Challengers Bangalore 226/3 (20/20 ov); Kings XI Punjab 88 (13.4/20 ov),06/05/2015,Bangalore,40th match,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,138,,,Royal Challengers Bangalore,226,3,20,20,Kings XI Punjab,88,10,13.4,20,,
"41st match:Rajasthan Royals v Sunrisers Hyderabad at Mumbai (BS)- May 7, 2015",Sunrisers Hyderabad won by 7 runs,Sunrisers Hyderabad 201/4 (20/20 ov); Rajasthan Royals 194/7 (20/20 ov),07/05/2015,Mumbai (BS),41st match,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,7,,,Sunrisers Hyderabad,201,4,20,20,Rajasthan Royals,194,7,20,20,,
"42nd match:Kolkata Knight Riders v Delhi Daredevils at Kolkata- May 7, 2015",Kolkata Knight Riders won by 13 runs,Kolkata Knight Riders 171/7 (20/20 ov); Delhi Daredevils 158/6 (20/20 ov),07/05/2015,Kolkata,42nd match,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,13,,,Kolkata Knight Riders,171,7,20,20,Delhi Daredevils,158,6,20,20,,
"43rd match:Chennai Super Kings v Mumbai Indians at Chennai- May 8, 2015",Mumbai Indians won by 6 wickets (with 4 balls remaining),Chennai Super Kings 158/5 (20/20 ov); Mumbai Indians 159/4 (19.2/20 ov),08/05/2015,Chennai,43rd match,Chennai Super Kings,Mumbai Indians,Mumbai Indians,,6,4,Chennai Super Kings,158,5,20,20,Mumbai Indians,159,4,19.2,20,,
"44th match:Kolkata Knight Riders v Kings XI Punjab at Kolkata- May 9, 2015",Kolkata Knight Riders won by 1 wicket (with 1 ball remaining),Kings XI Punjab 183/5 (20/20 ov); Kolkata Knight Riders 184/9 (19.5/20 ov),09/05/2015,Kolkata,44th match,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,,1,1,Kings XI Punjab,183,5,20,20,Kolkata Knight Riders,184,9,19.5,20,,
"45th match:Delhi Daredevils v Sunrisers Hyderabad at Raipur- May 9, 2015",Sunrisers Hyderabad won by 6 runs,Sunrisers Hyderabad 163/4 (20/20 ov); Delhi Daredevils 157/4 (20/20 ov),09/05/2015,Raipur,45th match,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,6,,,Sunrisers Hyderabad,163,4,20,20,Delhi Daredevils,157,4,20,20,,
"46th match:Mumbai Indians v Royal Challengers Bangalore at Mumbai- May 10, 2015",Royal Challengers Bangalore won by 39 runs,Royal Challengers Bangalore 235/1 (20/20 ov); Mumbai Indians 196/7 (20/20 ov),10/05/2015,Mumbai,46th match,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,39,,,Royal Challengers Bangalore,235,1,20,20,Mumbai Indians,196,7,20,20,,
"47th match:Chennai Super Kings v Rajasthan Royals at Chennai- May 10, 2015",Chennai Super Kings won by 12 runs,Chennai Super Kings 157/5 (20/20 ov); Rajasthan Royals 145/9 (20/20 ov),10/05/2015,Chennai,47th match,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,12,,,Chennai Super Kings,157,5,20,20,Rajasthan Royals,145,9,20,20,,
"48th match:Sunrisers Hyderabad v Kings XI Punjab at Hyderabad (Deccan)- May 11, 2015",Sunrisers Hyderabad won by 5 runs,Sunrisers Hyderabad 185/5 (20/20 ov); Kings XI Punjab 180/7 (20/20 ov),11/05/2015,Hyderabad (Deccan),48th match,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,5,,,Sunrisers Hyderabad,185,5,20,20,Kings XI Punjab,180,7,20,20,,
"49th match:Delhi Daredevils v Chennai Super Kings at Raipur- May 12, 2015",Delhi Daredevils won by 6 wickets (with 20 balls remaining),Chennai Super Kings 119/6 (20/20 ov); Delhi Daredevils 120/4 (16.4/20 ov),12/05/2015,Raipur,49th match,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,,6,20,Chennai Super Kings,119,6,20,20,Delhi Daredevils,120,4,16.4,20,,
"50th match:Kings XI Punjab v Royal Challengers Bangalore at Mohali- May 13, 2015",Kings XI Punjab won by 22 runs,Kings XI Punjab 106/6 (10/10 ov); Royal Challengers Bangalore 84/6 (10/10 ov),13/05/2015,Mohali,50th match,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,22,,,Kings XI Punjab,106,6,10,10,Royal Challengers Bangalore,84,6,10,10,,
"51st match:Mumbai Indians v Kolkata Knight Riders at Mumbai- May 14, 2015",Mumbai Indians won by 5 runs,Mumbai Indians 171/4 (20/20 ov); Kolkata Knight Riders 166/7 (20/20 ov),14/05/2015,Mumbai,51st match,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,5,,,Mumbai Indians,171,4,20,20,Kolkata Knight Riders,166,7,20,20,,
"52nd match:Sunrisers Hyderabad v Royal Challengers Bangalore at Hyderabad (Deccan)- May 15, 2015",Royal Challengers Bangalore won by 6 wickets (with 1 ball remaining) (D/L method),"Sunrisers Hyderabad 135/3 (11/11 ov); Royal Challengers Bangalore 83/4 (5.5/6 ov, target: 81)",15/05/2015,Hyderabad (Deccan),52nd match,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,,6,1,Sunrisers Hyderabad,135,3,11,11,Royal Challengers Bangalore,83,4,5.5,6,1,81
"53rd match:Kings XI Punjab v Chennai Super Kings at Mohali- May 16, 2015",Chennai Super Kings won by 7 wickets (with 19 balls remaining),Kings XI Punjab 130/7 (20/20 ov); Chennai Super Kings 134/3 (16.5/20 ov),16/05/2015,Mohali,53rd match,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,,7,19,Kings XI Punjab,130,7,20,20,Chennai Super Kings,134,3,16.5,20,,
"54th match:Rajasthan Royals v Kolkata Knight Riders at Mumbai (BS)- May 16, 2015",Rajasthan Royals won by 9 runs,Rajasthan Royals 199/6 (20/20 ov); Kolkata Knight Riders 190/9 (20/20 ov),16/05/2015,Mumbai (BS),54th match,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,9,,,Rajasthan Royals,199,6,20,20,Kolkata Knight Riders,190,9,20,20,,
"55th match:Royal Challengers Bangalore v Delhi Daredevils at Bangalore- May 17, 2015",No result,Delhi Daredevils 187/5 (20/20 ov); Royal Challengers Bangalore 2/0 (1.1/20 ov),17/05/2015,Bangalore,55th match,Royal Challengers Bangalore,Delhi Daredevils,No result,,,,Delhi Daredevils,187,5,20,20,Royal Challengers Bangalore,2,0,1.1,20,,
"56th match:Sunrisers Hyderabad v Mumbai Indians at Hyderabad (Deccan)- May 17, 2015",Mumbai Indians won by 9 wickets (with 37 balls remaining),Sunrisers Hyderabad 113 (20/20 ov); Mumbai Indians 114/1 (13.5/20 ov),17/05/2015,Hyderabad (Deccan),56th match,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,,9,37,Sunrisers Hyderabad,113,10,20,20,Mumbai Indians,114,1,13.5,20,,
"Qualifier 1:Chennai Super Kings v Mumbai Indians at Mumbai- May 19, 2015",Mumbai Indians won by 25 runs,Mumbai Indians 187/6 (20/20 ov); Chennai Super Kings 162 (19/20 ov),19/05/2015,Mumbai,Qualifier 1,Chennai Super Kings,Mumbai Indians,Mumbai Indians,25,,,Mumbai Indians,187,6,20,20,Chennai Super Kings,162,10,19,20,,
"Eliminator:Royal Challengers Bangalore v Rajasthan Royals at Pune- May 20, 2015",Royal Challengers Bangalore won by 71 runs,Royal Challengers Bangalore 180/4 (20/20 ov); Rajasthan Royals 109 (19/20 ov),20/05/2015,Pune,Eliminator,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,71,,,Royal Challengers Bangalore,180,4,20,20,Rajasthan Royals,109,10,19,20,,
"Qualifier 2:Chennai Super Kings v Royal Challengers Bangalore at Ranchi- May 22, 2015",Chennai Super Kings won by 3 wickets (with 1 ball remaining),Royal Challengers Bangalore 139/8 (20/20 ov); Chennai Super Kings 140/7 (19.5/20 ov),22/05/2015,Ranchi,Qualifier 2,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,,3,1,Royal Challengers Bangalore,139,8,20,20,Chennai Super Kings,140,7,19.5,20,,
"Final:Mumbai Indians v Chennai Super Kings at Kolkata- May 24, 2015",Mumbai Indians won by 41 runs,Mumbai Indians 202/5 (20/20 ov); Chennai Super Kings 161/8 (20/20 ov),24/05/2015,Kolkata,Final,Mumbai Indians,Chennai Super Kings,Mumbai Indians,41,,,Mumbai Indians,202,5,20,20,Chennai Super Kings,161,8,20,20,,
"1st T20I:Pakistan v Zimbabwe at Lahore- May 22, 2015",Pakistan won by 5 wickets (with 3 balls remaining),Zimbabwe 172/6 (20/20 ov); Pakistan 173/5 (19.3/20 ov),22/05/2015,Lahore,1st T20I,Pakistan,Zimbabwe,Pakistan,,5,3,Zimbabwe,172,6,20,20,Pakistan,173,5,19.3,20,,
"2nd T20I:Pakistan v Zimbabwe at Lahore- May 24, 2015",Pakistan won by 2 wickets (with 2 balls remaining),Zimbabwe 175/3 (20/20 ov); Pakistan 176/8 (19.4/20 ov),24/05/2015,Lahore,2nd T20I,Pakistan,Zimbabwe,Pakistan,,2,2,Zimbabwe,175,3,20,20,Pakistan,176,8,19.4,20,,
"1st T20I:Ireland v Scotland at Bready- Jun 18, 2015",Scotland won by 6 wickets (with 23 balls remaining),Ireland 146/5 (20/20 ov); Scotland 150/4 (16.1/20 ov),18/06/2015,Bready,1st T20I,Ireland,Scotland,Scotland,,6,23,Ireland,146,5,20,20,Scotland,150,4,16.1,20,,
"2nd T20I:Ireland v Scotland at Bready- Jun 19, 2015",No result (abandoned with a toss),,19/06/2015,Bready,2nd T20I,Ireland,Scotland,No result (abandoned with a toss),,,,,,,,,,,,,,,
"3rd T20I:Ireland v Scotland at Bready- Jun 20, 2015",Scotland won by 6 wickets (with 11 balls remaining),Ireland 166/6 (20/20 ov); Scotland 167/4 (18.1/20 ov),20/06/2015,Bready,3rd T20I,Ireland,Scotland,Scotland,,6,11,Ireland,166,6,20,20,Scotland,167,4,18.1,20,,
"4th T20I:Ireland v Scotland at Bready- Jun 21, 2015",No result (abandoned with a toss),,21/06/2015,Bready,4th T20I,Ireland,Scotland,No result (abandoned with a toss),,,,,,,,,,,,,,,
"Only T20I:England v New Zealand at Manchester- Jun 23, 2015",England won by 56 runs,England 191/7 (20/20 ov); New Zealand 135 (16.2/20 ov),23/06/2015,Manchester,Only T20I,England,New Zealand,England,56,,,England,191,7,20,20,New Zealand,135,10,16.2,20,,
"1st T20I:Netherlands v Nepal at Amstelveen- Jun 30, 2015",Netherlands won by 18 runs,Netherlands 134/5 (20/20 ov); Nepal 116/7 (20/20 ov),30/06/2015,Amstelveen,1st T20I,Netherlands,Nepal,Netherlands,18,,,Netherlands,134,5,20,20,Nepal,116,7,20,20,,
"2nd T20I:Netherlands v Nepal at Amstelveen- Jul 1, 2015",Netherlands won by 103 runs,Netherlands 172/4 (20/20 ov); Nepal 69 (17.4/20 ov),01/07/2015,Amstelveen,2nd T20I,Netherlands,Nepal,Netherlands,103,,,Netherlands,172,4,20,20,Nepal,69,10,17.4,20,,
"3rd T20I:Netherlands v Nepal at Rotterdam- Jul 2, 2015",Netherlands won by 18 runs,Netherlands 149/6 (20/20 ov); Nepal 131/9 (20/20 ov),02/07/2015,Rotterdam,3rd T20I,Netherlands,Nepal,Netherlands,18,,,Netherlands,149,6,20,20,Nepal,131,9,20,20,,
"4th T20I:Netherlands v Nepal at Rotterdam- Jul 3, 2015",Nepal won by 3 wickets (with 2 balls remaining),Netherlands 139/7 (20/20 ov); Nepal 141/7 (19.4/20 ov),03/07/2015,Rotterdam,4th T20I,Netherlands,Nepal,Nepal,,3,2,Netherlands,139,7,20,20,Nepal,141,7,19.4,20,,
"1st T20I:Bangladesh v South Africa at Dhaka- Jul 5, 2015",South Africa won by 52 runs,South Africa 148/4 (20/20 ov); Bangladesh 96 (18.5/20 ov),05/07/2015,Dhaka,1st T20I,Bangladesh,South Africa,South Africa,52,,,South Africa,148,4,20,20,Bangladesh,96,10,18.5,20,,
"2nd T20I:Bangladesh v South Africa at Dhaka- Jul 7, 2015",South Africa won by 31 runs,South Africa 169/4 (20/20 ov); Bangladesh 138 (19.2/20 ov),07/07/2015,Dhaka,2nd T20I,Bangladesh,South Africa,South Africa,31,,,South Africa,169,4,20,20,Bangladesh,138,10,19.2,20,,
"1st T20I:Zimbabwe v India at Harare- Jul 17, 2015",India won by 54 runs,India 178/5 (20/20 ov); Zimbabwe 124/7 (20/20 ov),17/07/2015,Harare,1st T20I,Zimbabwe,India,India,54,,,India,178,5,20,20,Zimbabwe,124,7,20,20,,
"2nd T20I:Zimbabwe v India at Harare- Jul 19, 2015",Zimbabwe won by 10 runs,Zimbabwe 145/7 (20/20 ov); India 135/9 (20/20 ov),19/07/2015,Harare,2nd T20I,Zimbabwe,India,Zimbabwe,10,,,Zimbabwe,145,7,20,20,India,135,9,20,20,,
"1st Match:Barbados Tridents v Guyana Amazon Warriors at Bridgetown- Jun 20, 2015",Barbados Tridents won by 49 runs,Barbados Tridents 158/6 (20/20 ov); Guyana Amazon Warriors 109 (18/20 ov),20/06/2015,Bridgetown,1st Match,Barbados Tridents,Guyana Amazon Warriors,Barbados Tridents,49,,,Barbados Tridents,158,6,20,20,Guyana Amazon Warriors,109,10,18,20,,
"2nd Match:St Lucia Zouks v Trinidad & Tobago Red Steel at Gros Islet- Jun 21, 2015",No result,St Lucia Zouks 179/6 (20/20 ov); Trinidad & Tobago Red Steel 10/0 (0.5/20 ov),21/06/2015,Gros Islet,2nd Match,St Lucia Zouks,Trinidad & Tobago Red Steel,No result,,,,St Lucia Zouks,179,6,20,20,Trinidad & Tobago Red Steel,10,0,0.5,20,,
"3rd Match:Barbados Tridents v Jamaica Tallawahs at Bridgetown- Jun 23, 2015",Barbados Tridents won by 16 runs,Barbados Tridents 161/4 (20/20 ov); Jamaica Tallawahs 145/9 (20/20 ov),23/06/2015,Bridgetown,3rd Match,Barbados Tridents,Jamaica Tallawahs,Barbados Tridents,16,,,Barbados Tridents,161,4,20,20,Jamaica Tallawahs,145,9,20,20,,
